Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price,Duration in min,No of Stops,Days,Payment for extra baggage
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,6/13/2019 10:05,17h 35m,1 stop,No info,13044,1055,1,Monday,Yes
IndiGo,3/4/2019,Delhi,Cochin,DEL ? BOM ? COK,20:25,4/4/2019 1:30,5h 5m,1 stop,No info,5073,305,1,Tuesday,Yes
Vistara,21/05/2019,Kolkata,Banglore,CCU ? DEL ? BLR,17:00,5/22/2019 18:50,25h 50m,1 stop,No info,9345,1550,1,Wednesday,Yes
Jet Airways,6/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,5/7/2019 10:05,20h,1 stop,In-flight meal included,9663,1200,1,Thursday,Yes
Multiple carriers,21/05/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,21:00,13h,1 stop,No info,14277,780,1,Friday,Yes
Jet Airways,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,6/2/2019 4:25,18h 25m,1 stop,In-flight meal included,10262,1105,1,Saturday,Yes
Jet Airways,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,19:35,21:05,1h 30m,non-stop,No info,5678,90,0,Sunday,Yes
Multiple carriers,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,5/16/2019 1:30,9h 30m,1 stop,No info,13727,570,1,Monday,Yes
Jet Airways,6/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,5/7/2019 12:00,16h,1 stop,In-flight meal included,9663,960,1,Tuesday,Yes
IndiGo,12/5/2019,Chennai,Kolkata,MAA ? CCU,14:45,17:05,2h 20m,non-stop,No info,3858,140,0,Wednesday,Yes
SpiceJet,24/06/2019,Delhi,Cochin,DEL ? PNQ ? COK,8:45,13:15,4h 30m,1 stop,No info,4812,270,1,Thursday,Yes
IndiGo,27/06/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,6/28/2019 3:35,5h 45m,1 stop,No info,5775,345,1,Friday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,9:35,6/7/2019 9:45,24h 10m,1 stop,In-flight meal included,10539,1450,1,Saturday,Yes
IndiGo,3/6/2019,Kolkata,Banglore,CCU ? BLR,15:30,18:05,2h 35m,non-stop,No info,4804,155,0,Sunday,Yes
Air Asia,12/6/2019,Banglore,Delhi,BLR ? DEL,11:10,13:55,2h 45m,non-stop,No info,3383,165,0,Monday,Yes
IndiGo,3/3/2019,Banglore,New Delhi,BLR ? HYD ? DEL,12:10,17:05,4h 55m,1 stop,No info,8738,295,1,Tuesday,Yes
Air India,27/03/2019,Delhi,Cochin,DEL ? TRV ? COK,5:15,3/28/2019 6:50,25h 35m,1 stop,No info,7165,1535,1,Wednesday,Yes
IndiGo,24/06/2019,Delhi,Cochin,DEL ? HYD ? COK,16:10,22:30,6h 20m,1 stop,No info,6412,380,1,Thursday,Yes
Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,18:55,22:00,3h 5m,non-stop,No info,8016,185,0,Friday,Yes
Jet Airways,12/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,20:35,3/13/2019 15:15,18h 40m,1 stop,In-flight meal included,11087,1120,1,Saturday,Yes
SpiceJet,27/06/2019,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,135,0,Sunday,Yes
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,6/13/2019 4:40,12h 10m,1 stop,No info,12471,730,1,Monday,Yes
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,6/25/2019 4:25,19h 25m,1 stop,In-flight meal included,10262,1165,1,Tuesday,Yes
Air India,18/03/2019,Banglore,New Delhi,BLR ? DEL,13:20,16:10,2h 50m,non-stop,No info,4441,170,0,Wednesday,Yes
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,7:05,15:30,8h 25m,1 stop,No info,12537,505,1,Thursday,Yes
GoAir,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,22:25,3/25/2019 7:40,9h 15m,1 stop,No info,10091,555,1,Friday,Yes
Air India,3/6/2019,Banglore,Delhi,BLR ? DEL,21:05,23:55,2h 50m,non-stop,No info,6961,170,0,Saturday,Yes
IndiGo,24/04/2019,Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,non-stop,No info,5013,195,0,Sunday,Yes
Air India,18/05/2019,Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,6934,170,0,Monday,Yes
Multiple carriers,3/6/2019,Delhi,Cochin,DEL ? BOM ? COK,6:40,19:00,12h 20m,1 stop,No info,10877,740,1,Tuesday,Yes
Jet Airways,18/04/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229,175,0,Wednesday,Yes
IndiGo,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,3/28/2019 1:35,9h 35m,1 stop,No info,7048,575,1,Thursday,Yes
Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,4878,155,0,Friday,Yes
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,14:05,23:35,9h 30m,1 stop,In-flight meal included,10844,570,1,Saturday,Yes
Jet Airways,18/05/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,23:05,5/20/2019 4:25,29h 20m,2 stops,No info,15129,1760,2,Sunday,Yes
IndiGo,12/5/2019,Banglore,Delhi,BLR ? DEL,0:30,3:25,2h 55m,non-stop,No info,3943,175,0,Monday,Yes
SpiceJet,6/6/2019,Delhi,Cochin,DEL ? MAA ? COK,6:05,11:20,5h 15m,1 stop,No info,5583,315,1,Tuesday,Yes
Multiple carriers,6/6/2019,Delhi,Cochin,DEL ? HYD ? COK,7:05,16:10,9h 5m,1 stop,No info,9646,545,1,Wednesday,Yes
Multiple carriers,3/6/2019,Delhi,Cochin,DEL ? BOM ? COK,8:30,19:15,10h 45m,1 stop,No info,7677,645,1,Thursday,Yes
IndiGo,1/6/2019,Delhi,Cochin,DEL ? BLR ? COK,5:10,10:05,4h 55m,1 stop,No info,6842,295,1,Friday,Yes
Jet Airways,24/06/2019,Mumbai,Hyderabad,BOM ? HYD,8:45,10:15,1h 30m,non-stop,In-flight meal included,4995,90,0,Saturday,Yes
Vistara,9/6/2019,Kolkata,Banglore,CCU ? DEL ? BLR,7:10,18:50,11h 40m,1 stop,No info,9555,700,1,Sunday,Yes
IndiGo,1/6/2019,Banglore,Delhi,BLR ? DEL,1:30,4:15,2h 45m,non-stop,No info,4077,165,0,Monday,Yes
Jet Airways,12/5/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,7229,175,0,Tuesday,Yes
Multiple carriers,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,19:00,10h,1 stop,No info,12192,600,1,Wednesday,Yes
Air India,12/4/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,5911,165,0,Thursday,Yes
Air India,12/6/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,19:15,10h 15m,1 stop,No info,8372,615,1,Friday,Yes
Jet Airways,18/03/2019,Mumbai,Hyderabad,BOM ? HYD,7:10,8:35,1h 25m,non-stop,In-flight meal included,4995,85,0,Saturday,Yes
Multiple carriers,9/5/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:15,9h 15m,1 stop,No info,14323,555,1,Sunday,Yes
Jet Airways,9/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,6/10/2019 4:25,22h 55m,2 stops,No info,13014,1375,2,Monday,Yes
Air India,6/6/2019,Delhi,Cochin,DEL ? CCU ? BOM ? COK,14:25,6/7/2019 19:15,28h 50m,2 stops,No info,13591,1730,2,Tuesday,Yes
Jet Airways,3/3/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,5:25,3/4/2019 18:50,37h 25m,2 stops,No info,18799,2245,2,Wednesday,Yes
IndiGo,27/04/2019,Banglore,Delhi,BLR ? DEL,23:30,4/28/2019 2:20,2h 50m,non-stop,No info,3943,170,0,Thursday,Yes
SpiceJet,21/05/2019,Mumbai,Hyderabad,BOM ? HYD,5:45,7:15,1h 30m,non-stop,No check-in baggage included,1965,90,0,Friday,Yes
Jet Airways,27/05/2019,Mumbai,Hyderabad,BOM ? HYD,10:20,11:50,1h 30m,non-stop,In-flight meal included,4995,90,0,Saturday,Yes
Air India,24/03/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,3/25/2019 18:30,25h 40m,1 stop,No info,14641,1540,1,Sunday,Yes
Air India,12/4/2019,Kolkata,Banglore,CCU ? BLR,20:45,23:20,2h 35m,non-stop,No info,4460,155,0,Monday,Yes
Air India,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,19:15,6h 15m,1 stop,No info,10191,375,1,Tuesday,Yes
Jet Airways,9/3/2019,Delhi,Cochin,DEL ? BOM ? COK,2:15,19:45,17h 30m,1 stop,In-flight meal included,13843,1050,1,Wednesday,Yes
IndiGo,1/5/2019,Delhi,Cochin,DEL ? LKO ? COK,21:50,5/2/2019 3:35,5h 45m,1 stop,No info,6349,345,1,Thursday,Yes
Air Asia,1/5/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,4409,155,0,Friday,Yes
Jet Airways,6/3/2019,Delhi,Cochin,DEL ? BOM ? COK,18:15,3/7/2019 19:45,25h 30m,1 stop,No info,17024,1530,1,Saturday,Yes
Multiple carriers,18/05/2019,Delhi,Cochin,DEL ? BOM ? COK,7:05,21:00,13h 55m,1 stop,No info,13727,835,1,Sunday,Yes
IndiGo,15/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,8855,175,0,Monday,Yes
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,8:45,19:00,10h 15m,1 stop,No info,12524,615,1,Tuesday,Yes
Jet Airways,18/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,11:40,20:20,8h 40m,1 stop,No info,13555,520,1,Wednesday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,12:00,5h 30m,1 stop,In-flight meal included,10844,330,1,Thursday,Yes
Multiple carriers,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,21:00,12h,1 stop,No info,13587,720,1,Friday,Yes
SpiceJet,12/6/2019,Chennai,Kolkata,MAA ? CCU,9:45,12:00,2h 15m,non-stop,No check-in baggage included,3543,135,0,Saturday,Yes
Vistara,18/03/2019,Chennai,Kolkata,MAA ? CCU,7:05,9:20,2h 15m,non-stop,No info,4842,135,0,Sunday,Yes
IndiGo,24/04/2019,Banglore,Delhi,BLR ? DEL,23:30,4/25/2019 2:20,2h 50m,non-stop,No info,3943,170,0,Monday,Yes
Jet Airways,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,19:15,6/10/2019 4:25,9h 10m,1 stop,In-flight meal not included,10577,550,1,Tuesday,Yes
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:35,21:00,10h 25m,1 stop,No info,6979,625,1,Wednesday,Yes
Vistara,27/06/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No info,11982,140,0,Thursday,Yes
SpiceJet,6/6/2019,Delhi,Cochin,DEL ? PNQ ? COK,8:45,13:15,4h 30m,1 stop,No info,5264,270,1,Friday,Yes
Vistara,3/3/2019,Delhi,Cochin,DEL ? COK,6:00,9:10,3h 10m,non-stop,No info,8001,190,0,Saturday,Yes
Air India,1/6/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,19:45,6/2/2019 19:15,23h 30m,2 stops,No info,10651,1410,2,Sunday,Yes
Jet Airways,24/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:30,5/25/2019 19:50,27h 20m,1 stop,In-flight meal not included,10844,1640,1,Monday,Yes
Multiple carriers,27/03/2019,Delhi,Cochin,DEL ? HYD ? COK,9:45,22:20,12h 35m,1 stop,No info,6601,755,1,Tuesday,Yes
Air India,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,3/22/2019 19:15,24h 15m,1 stop,No info,6587,1455,1,Wednesday,Yes
SpiceJet,21/03/2019,Mumbai,Hyderabad,BOM ? HYD,13:10,14:30,1h 20m,non-stop,No info,3173,80,0,Thursday,Yes
Air India,9/5/2019,Banglore,Delhi,BLR ? DEL,10:00,12:45,2h 45m,non-stop,No info,5228,165,0,Friday,Yes
Jet Airways,21/06/2019,Banglore,Delhi,BLR ? DEL,7:10,10:10,3h,non-stop,In-flight meal not included,5769,180,0,Saturday,Yes
Jet Airways,6/6/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,19:00,11h,1 stop,No info,14714,660,1,Sunday,Yes
Jet Airways,3/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,19:00,13h 30m,2 stops,No info,13014,810,2,Monday,Yes
IndiGo,3/6/2019,Banglore,Delhi,BLR ? DEL,22:10,6/4/2019 1:00,2h 50m,non-stop,No info,3359,170,0,Tuesday,Yes
GoAir,3/3/2019,Banglore,New Delhi,BLR ? DEL,20:55,23:50,2h 55m,non-stop,No info,6722,175,0,Wednesday,Yes
IndiGo,18/03/2019,Kolkata,Banglore,CCU ? BLR,9:35,12:20,2h 45m,non-stop,No info,4462,165,0,Thursday,Yes
IndiGo,9/3/2019,Delhi,Cochin,DEL ? HYD ? COK,4:55,16:10,11h 15m,1 stop,No info,6171,675,1,Friday,Yes
Air India,21/05/2019,Kolkata,Banglore,CCU ? IXR ? DEL ? BLR,5:50,20:25,14h 35m,2 stops,No info,12303,875,2,Saturday,Yes
Multiple carriers,21/03/2019,Delhi,Cochin,DEL ? BOM ? COK,11:40,3/22/2019 1:35,13h 55m,1 stop,No info,7695,835,1,Sunday,Yes
IndiGo,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,11:25,6/25/2019 1:30,14h 5m,1 stop,No info,5684,845,1,Monday,Yes
Air India,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,16:50,6/13/2019 7:55,15h 5m,1 stop,No info,8366,905,1,Tuesday,Yes
Air India,1/3/2019,Chennai,Kolkata,MAA ? CCU,11:40,13:55,2h 15m,non-stop,No info,19630,135,0,Wednesday,Yes
Jet Airways,6/3/2019,Banglore,New Delhi,BLR ? BOM ? DEL,14:05,3/7/2019 5:05,15h,1 stop,In-flight meal not included,13502,900,1,Thursday,Yes
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,21:10,5/2/2019 10:05,12h 55m,1 stop,No info,14781,775,1,Friday,Yes
Multiple carriers,12/6/2019,Delhi,Cochin,DEL ? HYD ? COK,7:10,16:10,9h,1 stop,No info,6513,540,1,Saturday,Yes
Air India,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,7:00,19:15,12h 15m,1 stop,No info,9929,735,1,Sunday,Yes
Multiple carriers,6/6/2019,Delhi,Cochin,DEL ? IXU ? BOM ? COK,17:50,6/7/2019 1:30,7h 40m,2 stops,No info,18275,460,2,Monday,Yes
Air India,9/4/2019,Delhi,Cochin,DEL ? MAA ? COK,6:05,4/10/2019 9:25,27h 20m,1 stop,No info,4487,1640,1,Tuesday,Yes
IndiGo,15/03/2019,Mumbai,Hyderabad,BOM ? HYD,21:20,22:45,1h 25m,non-stop,No info,2754,85,0,Wednesday,Yes
Air India,27/03/2019,Mumbai,Hyderabad,BOM ? HYD,6:20,7:40,1h 20m,non-stop,No info,2575,80,0,Thursday,Yes
SpiceJet,12/6/2019,Kolkata,Banglore,CCU ? IXB ? BLR,15:55,21:25,5h 30m,1 stop,No info,8224,330,1,Friday,Yes
Air India,9/3/2019,Delhi,Cochin,DEL ? BLR ? COK,20:30,3/10/2019 8:15,11h 45m,1 stop,No info,8991,705,1,Saturday,Yes
IndiGo,24/06/2019,Delhi,Cochin,DEL ? COK,5:35,8:50,3h 15m,non-stop,No info,5000,195,0,Sunday,Yes
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,6/13/2019 19:50,24h 55m,1 stop,In-flight meal not included,8529,1495,1,Monday,Yes
Air India,3/3/2019,Delhi,Cochin,DEL ? MAA ? COK,6:05,3/4/2019 9:25,27h 20m,1 stop,No info,14042,1640,1,Tuesday,No
Jet Airways,24/05/2019,Banglore,Delhi,BLR ? DEL,11:10,14:05,2h 55m,non-stop,In-flight meal not included,4030,175,0,Wednesday,No
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,18:55,6/7/2019 12:00,17h 5m,1 stop,In-flight meal not included,10844,1025,1,Thursday,No
IndiGo,6/5/2019,Kolkata,Banglore,CCU ? BLR,21:25,5/7/2019 0:05,2h 40m,non-stop,No info,4804,160,0,Friday,No
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,5/28/2019 1:30,8h,1 stop,In-flight meal not included,7308,480,1,Saturday,Yes
IndiGo,12/5/2019,Banglore,Delhi,BLR ? DEL,16:55,19:55,3h,non-stop,No info,4823,180,0,Sunday,Yes
Jet Airways,24/06/2019,Delhi,Cochin,DEL ? BOM ? COK,9:00,6/25/2019 12:35,27h 35m,1 stop,In-flight meal not included,10262,1655,1,Monday,Yes
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,20:55,5/28/2019 4:25,7h 30m,1 stop,In-flight meal not included,12898,450,1,Tuesday,Yes
Air India,12/3/2019,Banglore,New Delhi,BLR ? BOM ? JDH ? DEL,17:25,3/13/2019 16:20,22h 55m,2 stops,No info,12778,1375,2,Wednesday,Yes
IndiGo,3/3/2019,Delhi,Cochin,DEL ? BOM ? COK,4:45,13:20,8h 35m,1 stop,No info,14871,515,1,Thursday,Yes
Air India,21/03/2019,Delhi,Cochin,DEL ? UDR ? BOM ? COK,13:20,3/22/2019 19:15,29h 55m,2 stops,No info,8708,1795,2,Friday,Yes
Jet Airways,6/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,6/7/2019 18:15,22h 15m,1 stop,In-flight meal not included,10844,1335,1,Saturday,No
SpiceJet,6/3/2019,Mumbai,Hyderabad,BOM ? HYD,5:45,7:05,1h 20m,non-stop,No info,4129,80,0,Sunday,No
IndiGo,18/05/2019,Kolkata,Banglore,CCU ? BLR,21:25,5/19/2019 0:05,2h 40m,non-stop,No info,4804,160,0,Monday,No
Jet Airways,6/5/2019,Banglore,Delhi,BLR ? DEL,8:20,11:20,3h,non-stop,No info,7229,180,0,Tuesday,No
Jet Airways,21/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,7:00,19:10,12h 10m,1 stop,In-flight meal not included,7832,730,1,Wednesday,No
SpiceJet,18/03/2019,Chennai,Kolkata,MAA ? CCU,9:30,12:05,2h 35m,non-stop,No info,3859,155,0,Thursday,No
Multiple carriers,6/6/2019,Delhi,Cochin,DEL ? BOM ? COK,7:30,19:15,11h 45m,1 stop,No info,9001,705,1,Friday,No
Vistara,9/5/2019,Banglore,Delhi,BLR ? DEL,17:00,19:35,2h 35m,non-stop,No info,4878,155,0,Saturday,No
IndiGo,3/5/2019,Mumbai,Hyderabad,BOM ? HYD,2:35,4:05,1h 30m,non-stop,No info,2754,90,0,Sunday,No
Vistara,27/06/2019,Banglore,Delhi,BLR ? DEL,7:00,9:40,2h 40m,non-stop,No info,4668,160,0,Monday,No
Air Asia,12/5/2019,Kolkata,Banglore,CCU ? BLR,10:20,12:55,2h 35m,non-stop,No info,5216,155,0,Tuesday,No
Jet Airways,6/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,5:30,6/7/2019 4:25,22h 55m,2 stops,In-flight meal not included,10368,1375,2,Wednesday,No
IndiGo,9/3/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,6:40,21:20,14h 40m,2 stops,No info,8146,880,2,Thursday,No
Jet Airways,27/03/2019,Delhi,Cochin,DEL ? BOM ? COK,13:00,3/28/2019 4:25,15h 25m,1 stop,No info,12242,925,1,Friday,Yes
Jet Airways,15/03/2019,Banglore,New Delhi,BLR ? BOM ? DEL,8:00,15:15,7h 15m,1 stop,In-flight meal not included,9134,435,1,Saturday,Yes
Air India,6/6/2019,Delhi,Cochin,DEL ? HYD ? MAA ? COK,13:15,6/7/2019 9:25,20h 10m,2 stops,No info,10939,1210,2,Sunday,Yes
Air India,6/6/2019,Delhi,Cochin,DEL ? GOI ? BOM ? COK,10:55,6/7/2019 7:40,20h 45m,2 stops,No info,11753,1245,2,Monday,No
SpiceJet,24/04/2019,Kolkata,Banglore,CCU ? BLR,17:10,19:40,2h 30m,non-stop,No info,4174,150,0,Tuesday,No
Jet Airways,21/05/2019,Kolkata,Banglore,CCU ? BOM ? BLR,20:00,5/22/2019 19:50,23h 50m,1 stop,In-flight meal not included,10844,1430,1,Wednesday,No
Jet Airways,3/6/2019,Delhi,Cochin,DEL ? BOM ? COK,16:00,6/4/2019 19:00,27h,1 stop,No info,14714,1620,1,Thursday,No
Jet Airways,12/6/2019,Kolkata,Banglore,CCU ? BOM ? BLR,6:30,12:00,5h 30m,1 stop,In-flight meal not included,9899,330,1,Friday,No
IndiGo,3/3/2019,Delhi,Cochin,DEL ? BOM ? COK,9:10,21:00,11h 50m,1 stop,No info,14871,710,1,Saturday,No
IndiGo,6/3/2019,Chennai,Kolkata,MAA ? CCU,13:20,15:35,2h 15m,non-stop,No info,7295,135,0,Sunday,No
Air India,6/6/2019,Delhi,Cochin,DEL ? JAI ? BOM ? COK,18:45,6/7/2019 19:15,24h 30m,2 stops,No info,13465,1470,2,Monday,No
SpiceJet,21/05/2019,Chennai,Kolkata,MAA ? CCU,17:45,20:05,2h 20m,non-stop,No check-in baggage included,3543,140,0,Tuesday,No
Multiple carriers,27/06/2019,Delhi,Cochin,DEL ? BOM ? COK,19:00,6/28/2019 1:30,6h 30m,1 stop,No info,7198,390,1,Wednesday,No
Jet Airways,1/6/2019,Delhi,Cochin,DEL ? BOM ? COK,8:00,6/2/2019 4:25,20h 25m,1 stop,In-flight meal not included,10262,1225,1,Thursday,No
IndiGo,15/03/2019,Kolkata,Banglore,CCU ? BLR,15:20,17:55,2h 35m,non-stop,No info,4148,155,0,Friday,No
Jet Airways,27/06/2019,Banglore,Delhi,BLR ? DEL,15:15,18:10,2h 55m,non-stop,No info,8016,175,0,Saturday,No
Jet Airways,9/6/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,6/10/2019 4:25,5h 35m,1 stop,In-flight meal not included,10262,335,1,Sunday,No
SpiceJet,15/06/2019,Kolkata,Banglore,CCU ? BLR,14:55,17:25,2h 30m,non-stop,No check-in baggage included,3841,150,0,Monday,No
Jet Airways,12/3/2019,Banglore,New Delhi,BLR ? MAA ? DEL,9:45,3/13/2019 0:30,14h 45m,1 stop,No info,11507,885,1,Tuesday,No
Jet Airways,1/5/2019,Kolkata,Banglore,CCU ? BOM ? BLR,8:25,20:45,12h 20m,1 stop,No info,14781,740,1,Wednesday,No
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:30,5/28/2019 19:00,25h 30m,1 stop,No info,16079,1530,1,Thursday,No
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,22:50,5/28/2019 4:25,5h 35m,1 stop,In-flight meal not included,12898,335,1,Friday,No
Multiple carriers,6/3/2019,Delhi,Cochin,DEL ? BOM ? COK,7:30,19:15,11h 45m,1 stop,No info,15353,705,1,Saturday,No
IndiGo,24/03/2019,Banglore,New Delhi,BLR ? DEL,18:25,21:20,2h 55m,non-stop,No info,7303,175,0,Sunday,No
SpiceJet,24/03/2019,Kolkata,Banglore,CCU ? MAA ? BLR,15:05,20:45,5h 40m,1 stop,No info,6197,340,1,Monday,No
Air India,9/6/2019,Kolkata,Banglore,CCU ? BBI ? BLR,9:10,13:15,4h 5m,1 stop,No info,8996,245,1,Tuesday,No
IndiGo,21/03/2019,Delhi,Cochin,DEL ? HYD ? COK,14:20,22:20,8h,1 stop,No info,6528,480,1,Wednesday,No
GoAir,9/4/2019,Banglore,Delhi,BLR ? DEL,20:55,23:40,2h 45m,non-stop,No info,4239,165,0,Thursday,No
IndiGo,12/3/2019,Kolkata,Banglore,CCU ? BLR,20:25,23:05,2h 40m,non-stop,No info,4148,160,0,Friday,No
SpiceJet,24/05/2019,Banglore,Delhi,BLR ? DEL,21:10,5/25/2019 0:05,2h 55m,non-stop,No info,3971,175,0,Saturday,No
Air Asia,6/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,7:35,23:30,15h 55m,1 stop,No info,5192,955,1,Sunday,No
Jet Airways,9/4/2019,Delhi,Cochin,DEL ? AMD ? BOM ? COK,13:25,4/10/2019 12:35,23h 10m,2 stops,No info,9483,1390,2,Monday,No
Jet Airways,3/6/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,2 stops,No info,18804,440,2,Tuesday,No
Air India,18/06/2019,Delhi,Cochin,DEL ? COK,5:10,8:00,2h 50m,non-stop,No info,5201,170,0,Wednesday,No
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,11:30,19:00,7h 30m,1 stop,No info,16079,450,1,Thursday,No
Jet Airways,15/06/2019,Banglore,Delhi,BLR ? DEL,19:50,22:50,3h,non-stop,In-flight meal not included,7229,180,0,Friday,No
Multiple carriers,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,17:45,5/28/2019 1:30,7h 45m,1 stop,No info,6795,465,1,Saturday,No
Jet Airways,9/5/2019,Kolkata,Banglore,CCU ? DEL ? BLR,9:35,5/10/2019 10:55,25h 20m,1 stop,No info,10953,1520,1,Sunday,No
Multiple carriers,24/06/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,15:05,6/25/2019 1:30,10h 25m,2 stops,No info,15965,625,2,Monday,No
Air India,9/4/2019,Delhi,Cochin,DEL ? JDH ? BOM ? COK,12:55,4/10/2019 19:15,30h 20m,2 stops,No info,9968,1820,2,Tuesday,No
IndiGo,6/6/2019,Kolkata,Banglore,CCU ? BLR,22:15,6/7/2019 0:50,2h 35m,non-stop,No info,4804,155,0,Wednesday,No
Jet Airways,27/05/2019,Delhi,Cochin,DEL ? BOM ? COK,10:00,19:00,9h,1 stop,No info,16079,540,1,Thursday,No
Jet Airways,12/6/2019,Delhi,Cochin,DEL ? IDR ? BOM ? COK,21:25,6/13/2019 12:35,15h 10m,2 stops,In-flight meal not included,11507,910,2,Friday,No
Air India,9/6/2019,Kolkata,Banglore,CCU ? BOM ? COK ? BLR,9:25,6/10/2019 13:45,28h 20m,2 stops,No info,11542,1700,2,Saturday,No
Jet Airways,24/04/2019,Banglore,Delhi,BLR ? DEL,17:45,20:45,3h,non-stop,No info,7229,180,0,Sunday,No
Jet Airways,27/04/2019,Banglore,Delhi,BLR ? DEL,6:00,8:45,2h 45m,non-stop,In-flight meal not included,4544,165,0,Monday,No
IndiGo,15/05/2019,Delhi,Cochin,DEL ? BLR ? COK,5:10,10:05,4h 55m,1 stop,No info,6496,295,1,Tuesday,No
IndiGo,15/06/2019,Kolkata,Banglore,CCU ? BLR,21:25,6/16/2019 0:05,2h 40m,non-stop,No info,4804,160,0,Wednesday,No
Air India,1/3/2019,Banglore,New Delhi,BLR ? CCU ? DEL,11:05,3/2/2019 9:15,22h 10m,1 stop,No info,13439,1330,1,Thursday,No
